user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address,product_id,product_name,product_link
199700,11-07-2015 18:26,28-10-2015 21:59,13.0,TEPSJVVXGNTYR,Ads,Safari,F,35,108.107.222.66,B0B8VQ7KDS,Airtel Digital TV HD Set Top Box with FTA Pack | Unlimited Entertainment + Recording Feature + Free Standard Installation (6 Months Pack),https://www.amazon.in/Airtel-Pack-Entertainment-Installation-Months/dp/B0B8VQ7KDS/ref=sr_1_497?qid=1672909149&s=electronics&sr=1-497
73884,29-05-2015 16:22,16-06-2015 05:45,58.0,ZTZZJUCRDOCJZ,Direct,Chrome,M,32,240.179.85.9,B092BJMT8Q,Samsung 108 cm (43 inches) Crystal 4K Series Ultra HD Smart LED TV UA43AUE60AKLXL (Black),https://www.amazon.in/Samsung-inches-Crystal-Ultra-UA43AUE60AKLXL/dp/B092BJMT8Q/ref=sr_1_96?qid=1672909128&s=electronics&sr=1-96
79203,16-06-2015 21:19,21-06-2015 03:29,18.0,IBPNKSMCKUZWD,SEO,Safari,M,33,248.12.19.63,B0BHNHMR3H,LONAXA Mini Travel Rechargeable Fruit Juicer - USB Electric Fruit & Vegetable Juice Blender/Grinder for Home and Office Use (Multicolor)…,https://www.amazon.in/LONAXA-Travel-Rechargeable-Fruit-Juicer/dp/B0BHNHMR3H/ref=sr_1_431?qid=1672923613&s=kitchen&sr=1-431
299320,03-03-2015 19:17,05-04-2015 12:32,50.0,RMKQNVEWGTWPC,Direct,Safari,M,38,189.116.54.191,B01N1XVVLC,"Bajaj OFR Room Heater, 13 Fin 2900 Watts Oil Filled Room Heater with 400W PTC Ceramic Fan Heater, ISI Approved (Majesty 13F Plus Black)",https://www.amazon.in/Bajaj-Majesty-Filled-Radiator-Heater/dp/B01N1XVVLC/ref=sr_1_125?qid=1672923597&s=kitchen&sr=1-125
82931,16-02-2015 02:50,16-04-2015 00:56,15.0,XKIFNYUZMBWFU,SEO,IE,M,24,250.140.34.10,B07H8W9PB6,"KLAM LCD Writing Tablet Screenwriting Toys Board Smart Digital E-Note Pad 8.5 Inch Light Weight Magic Slate for Drawing Playing Noting by Kids and Adults Best Birthday Gift Girls Boys, Multicolor",https://www.amazon.in/Writing-Screenwriting-Digital-Birthday-Multicolor/dp/B07H8W9PB6/ref=sr_1_315?qid=1672903011&s=computers&sr=1-315
31383,01-02-2015 01:06,24-03-2015 10:17,58.0,UNUAVQXNWFBMO,SEO,Safari,F,24,59.89.173.43,B0B1YY6JJL,Acer 109 cm (43 inches) I Series 4K Ultra HD Android Smart LED TV AR43AR2851UDFL (Black),https://www.amazon.in/Acer-inches-Ultra-Android-AR43AR2851UDFL/dp/B0B1YY6JJL/ref=sr_1_146?qid=1672909131&s=electronics&sr=1-146
78986,15-05-2015 03:52,11-08-2015 02:29,57.0,TGHVAWBMZRDHH,SEO,FireFox,M,23,208.217.4.128,B0B9RZ4G4W,"Amazon Basics 300 W Hand Blender with Stainless Steel Stem for Hot/Cold Blending and In-Built Cord Hook, ISI-Marked, Black",https://www.amazon.in/Amazon-Blender-Stainless-Blending-ISI-Marked/dp/B0B9RZ4G4W/ref=sr_1_357?qid=1672923610&s=kitchen&sr=1-357
119824,20-03-2015 00:31,05-04-2015 07:31,55.0,WFIIFCPIOGMHT,Ads,Safari,M,38,0.2.1.95,B00GZLB57U,"Quantum RJ45 Ethernet Patch Cable/LAN Router Cable with Heavy Duty Gold Plated Connectors Supports Hi-Speed Gigabit Upto 1000Mbps, Waterproof and Durable,1-Year Warranty-32.8 Feet (10 Meters)(White)",https://www.amazon.in/Quantum-Ethernet-Patch-Straight-Category/dp/B00GZLB57U/ref=sr_1_202?qid=1672903005&s=computers&sr=1-202
357386,03-02-2015 00:48,24-03-2015 18:27,40.0,NWSVDOHYIOBDR,Ads,FireFox,M,24,181.10.159.119,B0BDRVFDKP,"SanDisk Ultra® microSDXC™ UHS-I Card, 64GB, 140MB/s R, 10 Y Warranty, for Smartphones",https://www.amazon.in/SanDisk-Ultra%C2%AE-microSDXCTM-Warranty-Smartphones/dp/B0BDRVFDKP/ref=sr_1_12?qid=1672895748&s=electronics&sr=1-12
289172,17-07-2015 05:48,12-11-2015 22:08,46.0,KFZGQIWDIRLZB,Direct,FireFox,F,53,62.67.46.18,B00JBNZPFM,"Karcher WD3 EU Wet and Dry Vacuum Cleaner, 1000 Watts Powerful Suction, 17 L Capacity, Blower Function, Easy Filter Removal for Home and Garden Cleaning  (Yellow/Black)",https://www.amazon.in/Karcher-WD-Multi-Purpose-Vacuum-Cleaner/dp/B00JBNZPFM/ref=sr_1_471?qid=1672923615&s=kitchen&sr=1-471
154699,08-07-2015 15:35,20-07-2015 00:11,24.0,TYZPZLEWNJJRI,Direct,FireFox,F,23,229.85.230.170,B07WKBD37W,"ESnipe Mart Worldwide Travel Adapter with Build in Dual USB Charger Ports with 125V 6A, 250V Protected Electrical Plug for Laptops, Cameras (White)",https://www.amazon.in/ESnipe-Mart-Worldwide-Protected-Electrical/dp/B07WKBD37W/ref=sr_1_242?qid=1672903007&s=computers&sr=1-242
316355,08-08-2015 20:05,03-10-2015 02:21,47.0,IHGECNGZGQOAZ,SEO,Chrome,M,28,228.176.213.187,B0B3RSDSZ3,"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RSDSZ3/ref=sr_1_54?qid=1672895762&s=electronics&sr=1-54
343378,30-01-2015 08:50,22-04-2015 15:11,47.0,VOMVNRHNBLLMI,SEO,Chrome,F,24,60.26.210.185,B08HLC7Z3G,"Inalsa Electric Kettle Prism Inox - 1350 W with LED Illumination & Boro-Silicate Body, 1.8 L Capacity along with Cordless Base, 2 Year Warranty (Black)",https://www.amazon.in/Inalsa-Electric-Kettle-Prism-Inox/dp/B08HLC7Z3G/ref=sr_1_229?qid=1672923603&s=kitchen&sr=1-229
370338,08-01-2015 11:47,29-03-2015 20:46,25.0,QLMZBEDPYFUXT,Ads,IE,M,34,205.50.202.180,B0746N6WML,"Parker Vector Camouflage Gift Set - Roller Ball Pen & Parker Logo Keychain (Black Body, Blue Ink), 2 Piece Set",https://www.amazon.in/Parker-Vector-Camouflage-Gift-Set/dp/B0746N6WML/ref=sr_1_414?qid=1672903016&s=computers&sr=1-414
171711,11-01-2015 01:51,11-01-2015 01:51,52.0,YPLQGKBAAULUV,Direct,IE,F,35,66.203.75.72,B092BL5DCX,Samsung 138 cm (55 inches) Crystal 4K Series Ultra HD Smart LED TV UA55AUE60AKLXL (Black),https://www.amazon.in/Samsung-inches-Crystal-Ultra-UA55AUE60AKLXL/dp/B092BL5DCX/ref=sr_1_411?qid=1672909145&s=electronics&sr=1-411
59780,04-01-2015 22:32,16-01-2015 01:13,31.0,WUMOBGUCBOXPO,SEO,FireFox,M,36,104.111.241.168,B099PR2GQJ,HOMEPACK 750W Radiant Room Home Office Heaters For Winter,https://www.amazon.in/HOMEPACK%C2%AE-Radiant-Office-Heaters-Portable/dp/B099PR2GQJ/ref=sr_1_197?qid=1672923600&s=kitchen&sr=1-197
176129,28-01-2015 12:53,29-01-2015 23:21,37.0,XUNJIVTRXCRZL,Ads,IE,M,32,44.116.94.182,B0B23LW7NV,Spigen EZ Fit Tempered Glass Screen Protector for iPhone 14 Pro Max - 2 Pack (Sensor Protection),https://www.amazon.in/Spigen-Tempered-Screen-Protector-iPhone/dp/B0B23LW7NV/ref=sr_1_130?qid=1672895784&s=electronics&sr=1-130
100886,12-07-2015 14:14,29-07-2015 07:41,54.0,GIREUSMFWWUZJ,SEO,Chrome,F,28,107.60.182.107,B00B7GKXMG,Wipro Smartlife Super Deluxe Dry Iron- 1000W,https://www.amazon.in/Wipro-Smartlife-Super-Deluxe-Iron/dp/B00B7GKXMG/ref=sr_1_364?qid=1672923610&s=kitchen&sr=1-364
221257,29-05-2015 17:55,05-09-2015 22:42,12.0,LGFXOENGXOBXI,SEO,IE,M,19,41.165.81.5,B085194JFL,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",https://www.amazon.in/Adapter-Projector-Computer-Laptop-Projectors/dp/B085194JFL/ref=sr_1_23?qid=1672909124&s=electronics&sr=1-23
151705,07-01-2015 03:44,07-01-2015 03:44,48.0,URHCRIXOMLJMH,SEO,Chrome,F,27,169.10.79.133,B07924P3C5,Storite High Speed Micro USB 3.0 Cable A to Micro B for External & Desktop Hard Drives 45cm,https://www.amazon.in/Storite-Feet-Micro-USB-Cable/dp/B07924P3C5/ref=sr_1_292?qid=1672909139&s=electronics&sr=1-292
399610,03-04-2015 20:06,01-06-2015 07:42,30.0,CLTWKVSGDCFRD,SEO,FireFox,F,39,17.34.86.137,B08CHZ3ZQ7,"Redgear A-15 Wired Gaming Mouse with Upto 6400 DPI, RGB & Driver Customization for PC(Black)",https://www.amazon.in/Redgear-Gaming-Semi-Honeycomb-Windows-Gamers/dp/B08CHZ3ZQ7/ref=sr_1_177?qid=1672903004&s=computers&sr=1-177
396746,05-08-2015 23:50,14-08-2015 12:08,56.0,JUWCOHMHRBDCL,SEO,IE,M,56,175.24.109.187,B08D64C9FN,Ant Esports GM320 RGB Optical Wired Gaming Mouse | 8 Programmable Buttons | 12800 DPI,https://www.amazon.in/Ant-Esports-GM320-Programmable-Comfortable/dp/B08D64C9FN/ref=sr_1_298?qid=1672903010&s=computers&sr=1-298
243817,13-02-2015 18:16,23-04-2015 17:44,72.0,YIIEFBZUGEXNR,Direct,Chrome,F,32,150.80.177.168,B0B3MWYCHQ,"Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanced Bluetooth Calling Chip, Voice Assistance,118 Sports Modes, in Built Calculator & Games, SpO2, Heart Rate Monitoring",https://www.amazon.in/Fire-Boltt-Bluetooth-Assistance-Calculator-Monitoring/dp/B0B3MWYCHQ/ref=sr_1_145?qid=1672895791&s=electronics&sr=1-145
262245,03-01-2015 03:29,26-02-2015 23:23,38.0,YAQQIDVLQRBLL,Ads,IE,F,21,167.25.92.63,B0883KDSXC,USHA Armor AR1100WB 1100 W Dry Iron with Black Weilburger Soleplate (Purple),https://www.amazon.in/Armour-AR1100WB-1100-Watt-Soleplate-Purple/dp/B0883KDSXC/ref=sr_1_77?qid=1672923595&s=kitchen&sr=1-77
256743,12-06-2015 19:11,11-07-2015 06:42,33.0,VVZIVFUBISCEV,SEO,IE,M,22,134.192.60.223,B08HV25BBQ,Noise ColorFit Pro 2 Full Touch Control Smart Watch with 35g Weight & Upgraded LCD Display (Deep Wine),https://www.amazon.in/Noise-Colorfit-Pro-Control-Cloudbased/dp/B08HV25BBQ/ref=sr_1_220?qid=1672895814&s=electronics&sr=1-220
306604,09-02-2015 13:01,22-02-2015 06:55,53.0,REPNWECRCGXIS,SEO,IE,M,39,84.135.106.82,B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),https://www.amazon.in/Mi-Braided-USB-Type-C-Cable/dp/B083342NKJ/ref=sr_1_125?qid=1672903001&s=computers&sr=1-125
4435,31-01-2015 01:18,14-04-2015 09:33,27.0,MJLRKEEEZARII,Ads,Opera,M,35,17.243.184.143,B08TDJ5BVF,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colours May Vary, Small, EC-POF1)",https://www.amazon.in/COSMOS-Portable-Flexible-Colors-EC-POF1/dp/B08TDJ5BVF/ref=sr_1_436?qid=1672903017&s=computers&sr=1-436
174879,12-08-2015 20:24,09-09-2015 03:39,56.0,ONLMVTYBMQQWN,Ads,FireFox,M,30,171.42.255.49,B005LJQMZC,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",https://www.amazon.in/BlueRigger-Digital-Optical-Toslink-Meters/dp/B005LJQMZC/ref=sr_1_209?qid=1672909134&s=electronics&sr=1-209
192353,25-04-2015 12:52,29-07-2015 12:50,27.0,RPHZDFAXPVJTK,SEO,Chrome,M,57,183.22.242.182,B0B5ZF3NRK,"CEDO 65W OnePlus Dash Warp Charge Cable, USB A to Type C Data Sync Fast Charging Cable Compatible with One Plus 3 /3T /5 /5T /6 /6T /7 /7T /7 pro & for All Type C Devices - 1 Meter, Red",https://www.amazon.in/CEDO-OnePlus-Charging-Compatible-Devices/dp/B0B5ZF3NRK/ref=sr_1_416?qid=1672903016&s=computers&sr=1-416
134152,25-05-2015 00:37,23-06-2015 14:29,52.0,CDJIUJQMWXHWX,Ads,IE,M,30,127.25.224.147,B07DJLFMPS,HP 32GB Class 10 MicroSD Memory Card (U1 TF Card 32GB),https://www.amazon.in/HP-MicroSD-U1-TF-Card-32GB/dp/B07DJLFMPS/ref=sr_1_110?qid=1672903000&s=computers&sr=1-110
81113,16-08-2015 12:56,24-08-2015 05:00,52.0,BKQVBSSFGETUQ,Direct,Chrome,F,44,219.123.157.236,B0B5ZF3NRK,"CEDO 65W OnePlus Dash Warp Charge Cable, USB A to Type C Data Sync Fast Charging Cable Compatible with One Plus 3 /3T /5 /5T /6 /6T /7 /7T /7 pro & for All Type C Devices - 1 Meter, Red",https://www.amazon.in/CEDO-OnePlus-Charging-Compatible-Devices/dp/B0B5ZF3NRK/ref=sr_1_416?qid=1672903016&s=computers&sr=1-416
107312,19-03-2015 23:56,21-03-2015 03:39,62.0,OUUHDCKIYEXLM,Ads,Chrome,M,36,235.252.25.87,B01GGKYKQM,"Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cable for Laptop - 3 Feet (0.9 Meters), Black",https://www.amazon.in/AmazonBasics-Type-C-USB-Male-Cable/dp/B01GGKYKQM/ref=sr_1_418?qid=1672895872&s=electronics&sr=1-418
55002,09-06-2015 00:32,17-09-2015 13:45,35.0,QLHWTRKJZWMAW,SEO,FireFox,M,19,189.207.19.190,B0B694PXQJ,"Gadgetronics Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking (10 KGs,1 Year Warranty & Batteries Included)",https://www.amazon.in/Gadgetronics-Weighing-Warranty-Batteries-Included/dp/B0B694PXQJ/ref=sr_1_286?qid=1672923606&s=kitchen&sr=1-286
250432,19-02-2015 12:31,03-03-2015 12:00,25.0,BWTRKTCCGCMMR,Ads,IE,M,40,18.27.74.68,B08B6XWQ1C,"DIGITEK® (DTR-200MT) (18 CM) Portable & Flexible Mini Tripod with Mobile Holder & 360 Degree Ball Head, For Smart Phones, Compact Cameras, GoPro, Maximum Operating Height: 7.87 Inch, Maximum Load Upto: 1 kgs",https://www.amazon.in/DIGITEK-Portable-Flexible-Compact-Operating/dp/B08B6XWQ1C/ref=sr_1_269?qid=1672903008&s=computers&sr=1-269
132826,25-07-2015 10:41,26-08-2015 05:40,18.0,UOSPQFPVALJAX,SEO,FireFox,F,35,200.139.198.106,B08Y5QJXSR,atomberg Renesa 1200mm BLDC Motor with Remote 3 Blade Energy Saving Ceiling Fan (Matt Black),https://www.amazon.in/Atomberg-Renesa-Motor-Remote-Ceiling/dp/B08Y5QJXSR/ref=sr_1_158?qid=1672923598&s=kitchen&sr=1-158
313833,16-08-2015 20:48,17-11-2015 09:43,12.0,GDATAKTYQUGWR,Ads,IE,M,55,33.234.214.69,B07JJFSG2B,SanDisk Ultra 128 GB USB 3.0 Pen Drive (Black),https://www.amazon.in/SanDisk-Ultra-128-Drive-Black/dp/B07JJFSG2B/ref=sr_1_66?qid=1672902997&s=computers&sr=1-66
300818,24-01-2015 05:56,21-03-2015 18:44,60.0,UIMMNPECDIHFV,Ads,FireFox,M,23,204.105.225.75,B09C6HXFC1,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",https://www.amazon.in/DURACELL-Lightning-Certified-braided-Devices/dp/B09C6HXFC1/ref=sr_1_22?qid=1672909124&s=electronics&sr=1-22
262864,03-05-2015 08:12,01-06-2015 08:41,91.0,LYTLRYTPUANEC,Ads,Chrome,F,24,213.101.42.16,B09RZS1NQT,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cable Compatible with One Plus 8T/ 9/ 9R/ 9 pro/ 9RT/ 10R/ Nord & for All Type C Devices – Red, 1 Meter",https://www.amazon.in/Sounce-Type-C-Compatible-Smartphone-Charging/dp/B09RZS1NQT/ref=sr_1_280?qid=1672903008&s=computers&sr=1-280
89475,17-05-2015 04:21,09-09-2015 09:55,37.0,XZXUYCZIRRECT,Ads,FireFox,M,37,233.221.223.67,B07JPJJZ2H,"Wayona Nylon Braided Lightning USB Data Sync & 3A Charging Cable for iPhones, iPad Air, iPad Mini, iPod Nano and iPod Touch (3 FT Pack of 1, Grey)",https://www.amazon.in/Wayona-Nylon-Braided-Charging-iPhones/dp/B07JPJJZ2H/ref=sr_1_186?qid=1672909133&s=electronics&sr=1-186
305751,22-06-2015 19:30,19-10-2015 12:52,26.0,TRGSXNEBCCGME,Direct,Chrome,F,23,211.231.34.138,B072NCN9M4,"AMERICAN MICRONIC- Imported Wet & Dry Vacuum Cleaner, 21 Litre Stainless Steel with Blower & HEPA filter, 1600 Watts 100% Copper Motor 28 KPa suction with washable reusable dust bag (Red/Black/Steel)-AMI-VCD21-1600WDx",https://www.amazon.in/American-Micronic-AMI-VCD21-1600WDx-Wet-1600Watts-21-litres-Stainless/dp/B072NCN9M4/ref=sr_1_317?qid=1672923607&s=kitchen&sr=1-317
254562,12-05-2015 18:58,31-07-2015 11:36,75.0,VYSNKKTTQIXQC,Ads,FireFox,F,45,177.115.72.104,B09T39K9YL,"Redmi Note 11 Pro + 5G (Stealth Black, 6GB RAM, 128GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display | Additional Exchange Offers | Charger Included",https://www.amazon.in/Redmi-Stealth-Additional-Exchange-Included/dp/B09T39K9YL/ref=sr_1_56?qid=1672895762&s=electronics&sr=1-56
247815,13-02-2015 10:28,04-04-2015 18:08,27.0,BZJKAWMGZHVDI,SEO,Safari,F,44,190.117.54.142,B09V12K8NT,"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Active Black)",https://www.amazon.in/boAt-Wave-Lite-Smartwatch-Activity/dp/B09V12K8NT/ref=sr_1_17?qid=1672902995&s=computers&sr=1-17
192767,08-01-2015 12:17,28-04-2015 02:09,15.0,ZTORJKTDMYTJH,Ads,Safari,M,32,153.26.84.142,B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),https://www.amazon.in/Shopoflux-Silicone-Remote-Cover-Xiaomi/dp/B09YHLPQYT/ref=sr_1_482?qid=1672909149&s=electronics&sr=1-482
310147,06-07-2015 05:45,22-07-2015 04:19,54.0,GAPQDLEFDZYCO,Ads,Safari,F,20,156.145.125.145,B085DTN6R2,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",https://www.amazon.in/Portronics-Konnect-Delivery-Support-Braided/dp/B085DTN6R2/ref=sr_1_15?qid=1672909124&s=electronics&sr=1-15
339348,10-07-2015 08:29,13-10-2015 12:34,35.0,RFKAOQAIQDQSL,Ads,Safari,M,38,46.50.30.225,B081FJWN52,"Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone (Samsung Galaxy S21/S20/S10/S9/S9+/Note 9/S8/Note 8, Lg G7 G5 G6, Moto G6 G7) (0.25M,Grey)",https://www.amazon.in/Wayona-Braided-Charger-Charging-Samsung/dp/B081FJWN52/ref=sr_1_273?qid=1672909138&s=electronics&sr=1-273
394644,09-02-2015 11:04,08-04-2015 06:38,51.0,DOTXRQKMYPZCG,SEO,Chrome,F,48,182.163.122.92,B08C4Z69LN,Crucial RAM 8GB DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Laptop Memory CT8G4SFRA32A,https://www.amazon.in/Crucial-PC4-25600-SODIMM-260-Pin-Memory/dp/B08C4Z69LN/ref=sr_1_210?qid=1672903005&s=computers&sr=1-210
30729,16-01-2015 06:15,12-04-2015 10:16,81.0,YDRJUNHYWJMMG,Ads,Safari,M,25,211.56.72.247,B095K14P86,"Saiyam Stainless Steel Espresso Maker Stovetop Coffee Percolator Italian Coffee Maker Moka Pot (4 Cup - 200 ml, Silver)",https://www.amazon.in/Saiyam-Stainless-Espresso-Maker-Percolator/dp/B095K14P86/ref=sr_1_394?qid=1672923612&s=kitchen&sr=1-394
233374,04-07-2015 14:10,16-07-2015 10:55,33.0,VSWWOJLJPLUNZ,SEO,Chrome,F,25,176.135.11.32,B08R69VDHT,"Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfer Perfect for Android Smart Phones White 1.2 Meter Made in India (Pack of 2)",https://www.amazon.in/Pinnaclz-Original-Micro-USB-Charging/dp/B08R69VDHT/ref=sr_1_429?qid=1672895872&s=electronics&sr=1-429
366068,14-05-2015 04:54,11-07-2015 03:24,69.0,JQYCFABXAMQVP,Direct,Chrome,M,31,206.119.161.36,B08LT9BMPP,"Logitech G102 USB Light Sync Gaming Mouse with Customizable RGB Lighting, 6 Programmable Buttons, Gaming Grade Sensor, 8K DPI Tracking, 16.8mn Color, Light Weight - Black",https://www.amazon.in/Logitech-G102-Customizable-Lighting-Programmable/dp/B08LT9BMPP/ref=sr_1_347?qid=1672903012&s=computers&sr=1-347
345865,01-02-2015 05:59,20-02-2015 08:09,36.0,FKQPZUELCRKBL,SEO,IE,M,30,163.90.20.219,B09R1YFL6S,"Candes BlowHot All in One Silent Blower Fan Room Heater (ABS Body, White, Brown) 2000 Watts",https://www.amazon.in/Candes-BlowHot-Silent-Blower-Heater/dp/B09R1YFL6S/ref=sr_1_388?qid=1672923612&s=kitchen&sr=1-388
324683,18-01-2015 02:51,19-04-2015 22:24,27.0,JFVSIORUJBMXS,Ads,IE,M,28,252.2.149.164,B09Q5P2MT3,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),https://www.amazon.in/OnePlus-inches-Smart-Android-Black/dp/B09Q5P2MT3/ref=sr_1_100?qid=1672909129&s=electronics&sr=1-100
221091,20-02-2015 18:29,03-05-2015 11:33,44.0,XKARVFXNUGHGH,Direct,Chrome,F,46,118.166.19.214,B09XTQFFCG,"FYA Handheld Vacuum Cleaner Cordless, Wireless Hand Vacuum&Air Blower 2-in-1, Mini Portable Car Vacuum Cleaner with Powerful Suction, USB Rechargeable Vacuum for Pet Hair, Home and Car",https://www.amazon.in/FYA-Handheld-Cordless-Wireless-Rechargeable/dp/B09XTQFFCG/ref=sr_1_421?qid=1672923613&s=kitchen&sr=1-421
222633,18-04-2015 14:33,03-06-2015 00:43,10.0,CYULQPBDHLIBY,SEO,FireFox,M,41,85.193.83.221,B0746N6WML,"Parker Vector Camouflage Gift Set - Roller Ball Pen & Parker Logo Keychain (Black Body, Blue Ink), 2 Piece Set",https://www.amazon.in/Parker-Vector-Camouflage-Gift-Set/dp/B0746N6WML/ref=sr_1_414?qid=1672903016&s=computers&sr=1-414
